Fecha, Voltaje, Corriente, Potencia, Energía, Frecuencia, Factor de Potencia 
2023/7/31 (Lunes) 10:10:0, 121.60, 39.79, 4440.80, 2213.57, 59.90, 0.92
2023/7/31 (Lunes) 10:15:0, 121.50, 40.72, 4394.90, 2213.97, 59.90, 0.89
2023/7/31 (Lunes) 10:20:0, 123.20, 43.15, 4735.20, 2214.35, 59.80, 0.89
2023/7/31 (Lunes) 10:25:0, 122.60, 42.06, 4658.10, 2214.75, 60.00, 0.90
2023/7/31 (Lunes) 10:30:0, 122.10, 44.69, 4976.60, 2215.16, 59.90, 0.91
2023/7/31 (Lunes) 10:35:0, 121.40, 45.89, 5084.00, 2215.57, 59.90, 0.91
2023/7/31 (Lunes) 10:40:0, 120.70, 49.41, 5560.30, 2216.04, 60.00, 0.93
2023/7/31 (Lunes) 10:45:0, 122.60, 43.30, 4846.00, 2216.45, 59.90, 0.91
2023/7/31 (Lunes) 10:50:0, 122.30, 44.90, 5028.00, 2216.87, 60.00, 0.92
2023/7/31 (Lunes) 10:55:0, 121.40, 50.34, 5562.30, 2217.33, 60.00, 0.91
2023/7/31 (Lunes) 11:0:0, 120.10, 56.22, 6447.30, 2217.83, 59.90, 0.95
2023/7/31 (Lunes) 11:5:0, 121.10, 49.53, 5625.30, 2218.32, 60.00, 0.94
2023/7/31 (Lunes) 11:10:0, 121.30, 46.63, 5179.10, 2218.78, 60.00, 0.92
2023/7/31 (Lunes) 11:15:0, 121.30, 46.11, 5202.70, 2219.22, 60.00, 0.93
2023/7/31 (Lunes) 11:20:0, 120.70, 51.07, 5798.10, 2219.68, 60.00, 0.94
2023/7/31 (Lunes) 11:25:0, 120.40, 50.10, 5714.60, 2220.16, 60.00, 0.95
2023/7/31 (Lunes) 11:35:0, 120.90, 48.97, 5537.00, 2221.10, 60.00, 0.94
2023/7/31 (Lunes) 11:40:0, 119.80, 51.39, 5758.00, 2221.58, 60.00, 0.94
2023/7/31 (Lunes) 11:45:0, 120.30, 46.76, 5264.10, 2222.05, 59.90, 0.94
2023/7/31 (Lunes) 11:50:0, 120.50, 40.62, 4534.10, 2222.45, 60.00, 0.93
2023/7/31 (Lunes) 11:55:0, 121.60, 37.50, 4231.30, 2222.80, 60.00, 0.93
2023/7/31 (Lunes) 12:0:0, 121.20, 35.80, 4056.60, 2223.15, 59.90, 0.93
2023/7/31 (Lunes) 12:5:0, 121.40, 35.27, 3978.40, 2223.49, 60.00, 0.93
2023/7/31 (Lunes) 12:10:0, 120.80, 34.99, 3884.30, 2223.83, 60.00, 0.92
2023/7/31 (Lunes) 12:15:0, 120.30, 38.81, 4427.20, 2224.17, 60.00, 0.95
2023/7/31 (Lunes) 12:20:0, 120.70, 38.79, 4342.90, 2224.55, 60.00, 0.93
2023/7/31 (Lunes) 12:25:0, 119.90, 44.13, 4893.80, 2224.94, 60.00, 0.92
2023/7/31 (Lunes) 12:30:0, 122.30, 44.64, 5103.70, 2225.35, 59.90, 0.93
2023/7/31 (Lunes) 12:35:0, 122.40, 46.53, 5324.10, 2225.77, 60.00, 0.93
2023/7/31 (Lunes) 12:40:0, 122.70, 43.95, 5036.70, 2226.20, 60.00, 0.93
2023/7/31 (Lunes) 12:45:0, 122.30, 45.87, 5303.30, 2226.64, 60.00, 0.95
2023/7/31 (Lunes) 12:50:0, 121.50, 48.16, 5472.60, 2227.08, 60.00, 0.94
2023/7/31 (Lunes) 12:55:0, 121.90, 45.82, 5198.10, 2227.52, 59.90, 0.93
2023/7/31 (Lunes) 13:0:0, 121.90, 42.19, 4647.10, 2227.95, 60.00, 0.90
2023/7/31 (Lunes) 13:5:0, 120.50, 46.93, 5158.10, 2228.35, 60.00, 0.91
2023/7/31 (Lunes) 13:10:0, 122.00, 43.50, 4816.90, 2228.77, 59.90, 0.91
2023/7/31 (Lunes) 13:15:0, 121.30, 46.47, 5200.80, 2229.20, 60.00, 0.92
2023/7/31 (Lunes) 13:20:0, 121.90, 43.79, 4899.00, 2229.64, 60.00, 0.92
2023/7/31 (Lunes) 13:30:0, 122.00, 41.85, 4658.30, 2230.42, 59.90, 0.91
2023/7/31 (Lunes) 13:35:0, 121.90, 40.53, 4496.30, 2230.80, 59.90, 0.91
2023/7/31 (Lunes) 13:40:0, 121.00, 45.23, 4986.50, 2231.19, 60.00, 0.91
2023/7/31 (Lunes) 13:45:0, 121.70, 40.42, 4467.20, 2231.59, 59.90, 0.91
2023/7/31 (Lunes) 13:50:0, 122.40, 41.14, 4648.90, 2231.96, 60.00, 0.92
2023/7/31 (Lunes) 13:55:0, 122.70, 39.02, 4421.70, 2232.34, 60.00, 0.92
2023/7/31 (Lunes) 14:0:0, 123.00, 38.73, 4400.00, 2232.72, 60.00, 0.92
2023/7/31 (Lunes) 14:5:0, 123.20, 37.38, 4265.00, 2233.09, 59.90, 0.93
2023/7/31 (Lunes) 14:10:0, 122.40, 41.76, 4818.10, 2233.47, 60.00, 0.94
2023/7/31 (Lunes) 14:15:0, 122.20, 37.55, 4256.60, 2233.83, 60.00, 0.93
2023/7/31 (Lunes) 14:20:0, 122.40, 36.54, 4140.00, 2234.19, 60.00, 0.93
2023/7/31 (Lunes) 14:25:0, 122.60, 33.94, 3845.50, 2234.54, 60.00, 0.92
2023/7/31 (Lunes) 14:30:0, 123.50, 30.78, 3775.00, 2234.86, 59.90, 0.99
2023/7/31 (Lunes) 14:35:0, 123.00, 32.69, 3784.40, 2235.17, 60.00, 0.94
2023/7/31 (Lunes) 14:40:0, 122.90, 31.96, 3638.60, 2235.47, 59.90, 0.93
2023/7/31 (Lunes) 14:45:0, 123.60, 33.63, 3847.50, 2235.78, 59.90, 0.93
2023/7/31 (Lunes) 14:50:0, 124.00, 31.24, 3602.50, 2236.09, 60.00, 0.93
2023/7/31 (Lunes) 14:55:0, 123.20, 35.91, 4143.60, 2236.40, 60.00, 0.94
2023/7/31 (Lunes) 15:0:0, 124.00, 29.34, 3407.80, 2236.71, 60.00, 0.94
2023/7/31 (Lunes) 15:5:0, 123.80, 28.54, 3304.50, 2237.00, 60.00, 0.94
2023/7/31 (Lunes) 15:10:0, 124.50, 26.76, 3121.70, 2237.28, 59.90, 0.94
2023/7/31 (Lunes) 15:15:0, 124.70, 26.87, 3166.50, 2237.54, 59.90, 0.94
2023/7/31 (Lunes) 15:20:0, 123.00, 29.68, 3385.50, 2237.82, 60.00, 0.93
2023/7/31 (Lunes) 15:25:0, 124.00, 28.04, 3212.90, 2238.09, 60.00, 0.92
2023/7/31 (Lunes) 15:35:0, 123.40, 23.68, 2593.00, 2238.60, 60.00, 0.89
2023/7/31 (Lunes) 15:40:0, 124.00, 25.94, 3125.50, 2238.82, 60.00, 0.97
2023/7/31 (Lunes) 15:45:0, 123.90, 24.20, 2803.30, 2239.07, 60.00, 0.93
2023/7/31 (Lunes) 15:50:0, 124.20, 25.05, 2901.90, 2239.32, 60.00, 0.93
2023/7/31 (Lunes) 15:55:0, 124.50, 22.23, 2457.50, 2239.55, 60.00, 0.89
2023/7/31 (Lunes) 16:0:0, 124.60, 23.05, 2539.00, 2239.76, 59.90, 0.88
2023/7/31 (Lunes) 16:5:0, 124.40, 24.73, 2681.10, 2239.99, 60.00, 0.87
2023/7/31 (Lunes) 16:10:0, 123.60, 24.80, 2689.80, 2240.22, 59.90, 0.88
2023/7/31 (Lunes) 16:15:0, 123.90, 25.39, 2753.00, 2240.46, 60.00, 0.88
2023/7/31 (Lunes) 16:20:0, 124.00, 23.07, 2549.10, 2240.68, 59.90, 0.89
2023/7/31 (Lunes) 16:25:0, 124.30, 24.52, 2711.80, 2240.90, 60.00, 0.89
2023/7/31 (Lunes) 16:30:0, 123.20, 26.82, 2948.90, 2241.12, 60.00, 0.89
2023/7/31 (Lunes) 16:35:0, 124.70, 24.89, 2764.20, 2241.35, 60.00, 0.89
2023/7/31 (Lunes) 16:40:0, 125.10, 24.90, 2795.40, 2241.60, 60.00, 0.90
2023/7/31 (Lunes) 16:45:0, 124.10, 26.87, 2969.20, 2241.83, 60.00, 0.89
2023/7/31 (Lunes) 16:50:0, 123.60, 27.02, 2951.60, 2242.08, 59.90, 0.88
2023/7/31 (Lunes) 16:55:0, 124.10, 26.99, 2979.00, 2242.33, 60.00, 0.89
2023/7/31 (Lunes) 17:0:0, 124.50, 25.90, 2848.70, 2242.58, 60.00, 0.88
2023/7/31 (Lunes) 17:5:0, 124.40, 24.86, 2777.80, 2242.81, 60.00, 0.90
2023/7/31 (Lunes) 17:10:0, 124.60, 25.53, 2836.00, 2243.04, 60.00, 0.89
2023/7/31 (Lunes) 17:15:0, 124.60, 22.93, 2541.50, 2243.26, 60.00, 0.89
2023/7/31 (Lunes) 17:20:0, 124.70, 22.99, 2551.50, 2243.48, 60.00, 0.89
2023/7/31 (Lunes) 17:25:0, 123.90, 27.94, 3172.80, 2243.74, 60.00, 0.92
2023/7/31 (Lunes) 17:30:0, 124.10, 29.39, 3207.30, 2243.98, 60.00, 0.88
2023/7/31 (Lunes) 17:35:0, 124.70, 25.27, 2769.20, 2244.24, 60.00, 0.88
2023/7/31 (Lunes) 17:40:0, 124.70, 25.85, 2818.50, 2244.48, 60.00, 0.87
2023/7/31 (Lunes) 17:45:0, 124.60, 25.53, 2799.70, 2244.72, 59.90, 0.88
2023/7/31 (Lunes) 17:50:0, 125.10, 23.08, 2563.40, 2244.95, 60.00, 0.89
2023/7/31 (Lunes) 17:55:0, 125.80, 23.36, 2615.60, 2245.17, 59.90, 0.89
2023/7/31 (Lunes) 18:5:0, 126.00, 22.35, 2510.90, 2245.61, 60.00, 0.89
2023/7/31 (Lunes) 18:10:0, 125.80, 24.50, 2742.40, 2245.84, 59.90, 0.89
2023/7/31 (Lunes) 18:15:0, 124.40, 28.56, 3088.10, 2246.07, 60.00, 0.87
2023/7/31 (Lunes) 18:20:0, 124.40, 25.63, 2791.20, 2246.31, 60.00, 0.88
2023/7/31 (Lunes) 18:25:0, 125.90, 24.19, 2669.70, 2246.54, 60.00, 0.88
2023/7/31 (Lunes) 18:30:0, 124.00, 26.42, 2917.90, 2246.76, 59.90, 0.89
2023/7/31 (Lunes) 18:35:0, 124.50, 22.14, 2459.50, 2246.98, 60.00, 0.89
2023/7/31 (Lunes) 18:40:0, 123.80, 22.11, 2455.40, 2247.19, 60.00, 0.90
2023/7/31 (Lunes) 18:45:0, 124.40, 24.28, 2762.20, 2247.40, 60.00, 0.91
2023/7/31 (Lunes) 18:50:0, 125.00, 22.65, 2520.10, 2247.62, 59.90, 0.89
2023/7/31 (Lunes) 18:55:0, 124.80, 21.95, 2453.10, 2247.83, 59.90, 0.90
2023/7/31 (Lunes) 19:0:0, 125.40, 20.16, 2250.50, 2248.02, 60.00, 0.89
2023/7/31 (Lunes) 19:5:0, 125.20, 19.71, 2169.20, 2248.21, 60.00, 0.88
2023/7/31 (Lunes) 19:10:0, 125.20, 20.06, 2181.00, 2248.40, 60.00, 0.87
2023/7/31 (Lunes) 19:15:0, 126.10, 20.00, 2177.10, 2248.58, 59.90, 0.86
2023/7/31 (Lunes) 19:20:0, 125.90, 16.53, 1880.60, 2248.75, 60.00, 0.90
2023/7/31 (Lunes) 19:30:0, 125.50, 18.64, 2136.10, 2249.07, 59.90, 0.91
2023/7/31 (Lunes) 19:35:0, 126.20, 16.73, 1902.00, 2249.23, 60.00, 0.90
2023/7/31 (Lunes) 19:40:0, 126.10, 16.86, 1903.00, 2249.40, 60.00, 0.89
2023/7/31 (Lunes) 19:45:0, 126.20, 17.32, 1944.50, 2249.56, 60.00, 0.89
2023/7/31 (Lunes) 19:50:0, 125.80, 19.45, 2150.20, 2249.72, 60.00, 0.88
2023/7/31 (Lunes) 19:55:0, 126.40, 17.52, 1956.60, 2249.88, 59.90, 0.88
2023/7/31 (Lunes) 20:0:0, 124.00, 18.10, 1991.90, 2250.04, 60.00, 0.89
2023/7/31 (Lunes) 20:5:0, 124.70, 18.56, 2125.70, 2250.22, 60.00, 0.92
2023/7/31 (Lunes) 20:10:0, 124.40, 18.51, 2115.70, 2250.39, 59.90, 0.92
2023/7/31 (Lunes) 20:15:0, 124.60, 17.52, 2003.10, 2250.56, 59.90, 0.92
2023/7/31 (Lunes) 20:20:0, 124.40, 18.05, 2090.20, 2250.74, 59.90, 0.93
2023/7/31 (Lunes) 20:25:0, 123.30, 20.36, 2376.40, 2250.92, 59.90, 0.95
2023/7/31 (Lunes) 20:30:0, 122.60, 22.44, 2579.50, 2251.13, 60.00, 0.94
2023/7/31 (Lunes) 20:35:0, 121.10, 21.66, 2467.00, 2251.34, 59.90, 0.94
2023/7/31 (Lunes) 20:40:0, 122.50, 21.92, 2515.00, 2251.54, 60.00, 0.94
2023/7/31 (Lunes) 20:45:0, 122.30, 21.73, 2488.70, 2251.75, 59.90, 0.94
2023/7/31 (Lunes) 20:50:0, 123.30, 20.43, 2373.80, 2251.96, 59.90, 0.94
2023/7/31 (Lunes) 20:55:0, 123.20, 20.24, 2349.30, 2252.15, 59.90, 0.94
2023/7/31 (Lunes) 21:0:0, 119.90, 40.11, 4717.90, 2252.37, 60.00, 0.98
2023/7/31 (Lunes) 21:5:0, 120.80, 40.46, 4802.50, 2252.77, 60.00, 0.98
2023/7/31 (Lunes) 21:10:0, 120.90, 40.03, 4754.10, 2253.17, 59.90, 0.98
2023/7/31 (Lunes) 21:15:0, 122.70, 23.58, 2707.10, 2253.47, 59.90, 0.94
2023/7/31 (Lunes) 21:20:0, 123.20, 23.92, 2745.10, 2253.69, 59.90, 0.93
2023/7/31 (Lunes) 21:25:0, 123.00, 23.47, 2695.00, 2253.92, 60.00, 0.93
2023/7/31 (Lunes) 21:35:0, 121.70, 38.97, 4663.90, 2254.56, 60.00, 0.98
2023/7/31 (Lunes) 21:40:0, 121.40, 38.90, 4643.70, 2254.95, 60.00, 0.98
2023/7/31 (Lunes) 21:45:0, 121.50, 38.92, 4651.50, 2255.34, 60.00, 0.98
2023/7/31 (Lunes) 21:50:0, 124.20, 21.32, 2496.70, 2255.55, 60.00, 0.94
2023/7/31 (Lunes) 21:55:0, 123.60, 21.65, 2522.90, 2255.76, 59.90, 0.94
2023/7/31 (Lunes) 22:0:0, 123.10, 24.52, 2804.00, 2255.98, 60.00, 0.93
2023/7/31 (Lunes) 22:5:0, 123.10, 24.38, 2782.40, 2256.21, 60.00, 0.93
2023/7/31 (Lunes) 22:10:0, 123.40, 23.05, 2651.60, 2256.44, 60.00, 0.93
2023/7/31 (Lunes) 22:15:0, 123.70, 23.09, 2659.80, 2256.66, 60.00, 0.93
2023/7/31 (Lunes) 22:20:0, 123.60, 21.51, 2506.00, 2256.87, 60.00, 0.94
2023/7/31 (Lunes) 22:25:0, 124.50, 20.39, 2390.80, 2257.08, 59.90, 0.94
2023/7/31 (Lunes) 22:30:0, 124.50, 20.61, 2418.00, 2257.28, 59.90, 0.94
2023/7/31 (Lunes) 22:35:0, 124.10, 20.39, 2382.90, 2257.48, 60.00, 0.94
2023/7/31 (Lunes) 22:40:0, 125.00, 20.54, 2414.90, 2257.68, 60.00, 0.94
2023/7/31 (Lunes) 22:45:0, 124.30, 22.49, 2616.60, 2257.89, 60.00, 0.94
2023/7/31 (Lunes) 22:50:0, 124.50, 21.93, 2558.30, 2258.10, 60.00, 0.94
2023/7/31 (Lunes) 22:55:0, 124.50, 21.91, 2556.40, 2258.31, 59.90, 0.94
2023/7/31 (Lunes) 23:0:0, 124.80, 21.54, 2536.10, 2258.53, 59.90, 0.94
2023/7/31 (Lunes) 23:5:0, 124.10, 22.92, 2677.30, 2258.75, 59.90, 0.94
2023/7/31 (Lunes) 23:10:0, 124.00, 21.27, 2489.40, 2258.97, 60.00, 0.94
2023/7/31 (Lunes) 23:15:0, 124.20, 21.20, 2484.50, 2259.18, 60.00, 0.94
2023/7/31 (Lunes) 23:20:0, 124.00, 21.61, 2527.50, 2259.39, 60.00, 0.94
2023/7/31 (Lunes) 23:25:0, 124.70, 21.28, 2501.60, 2259.60, 60.00, 0.94
2023/7/31 (Lunes) 23:30:0, 124.60, 22.93, 2658.30, 2259.81, 60.00, 0.93
2023/7/31 (Lunes) 23:35:0, 124.40, 18.99, 2213.50, 2260.00, 59.90, 0.94
2023/7/31 (Lunes) 23:40:0, 124.90, 15.69, 1832.60, 2260.18, 60.00, 0.94
2023/7/31 (Lunes) 23:45:0, 125.20, 13.93, 1666.60, 2260.32, 60.00, 0.96
2023/7/31 (Lunes) 23:50:0, 125.10, 13.93, 1666.60, 2260.46, 59.80, 0.96
2023/7/31 (Lunes) 23:55:0, 125.10, 14.33, 1711.90, 2260.60, 59.90, 0.95
2023/8/1 (Martes) 0:0:0, 125.40, 15.14, 1804.50, 2260.75, 60.00, 0.95
2023/8/1 (Martes) 0:5:0, 125.10, 15.45, 1832.80, 2260.90, 59.90, 0.95
2023/8/1 (Martes) 0:10:0, 126.20, 11.67, 1392.90, 2261.04, 60.00, 0.95
2023/8/1 (Martes) 0:15:0, 125.20, 13.52, 1553.80, 2261.17, 60.00, 0.92
2023/8/1 (Martes) 0:20:0, 126.30, 13.60, 1568.90, 2261.30, 60.00, 0.91
2023/8/1 (Martes) 0:25:0, 127.00, 13.53, 1564.00, 2261.43, 60.00, 0.91
2023/8/1 (Martes) 0:30:0, 124.90, 11.94, 1402.60, 2261.56, 60.00, 0.94
2023/8/1 (Martes) 0:35:0, 123.50, 11.53, 1339.90, 2261.67, 60.00, 0.94
2023/8/1 (Martes) 0:40:0, 125.50, 11.62, 1370.80, 2261.78, 60.00, 0.94
2023/8/1 (Martes) 0:45:0, 124.80, 11.98, 1406.60, 2261.90, 60.00, 0.94
2023/8/1 (Martes) 0:50:0, 125.50, 11.53, 1362.20, 2262.01, 60.00, 0.94
2023/8/1 (Martes) 1:0:0, 124.50, 15.00, 1684.80, 2262.26, 60.00, 0.90
2023/8/1 (Martes) 1:5:0, 125.50, 14.94, 1685.60, 2262.40, 60.00, 0.90
2023/8/1 (Martes) 1:10:0, 125.60, 13.26, 1525.20, 2262.54, 60.00, 0.92
2023/8/1 (Martes) 1:15:0, 126.20, 11.28, 1342.20, 2262.66, 60.00, 0.94
2023/8/1 (Martes) 1:20:0, 126.50, 10.71, 1273.90, 2262.77, 60.00, 0.94
2023/8/1 (Martes) 1:25:0, 126.40, 10.35, 1223.40, 2262.87, 59.90, 0.93
2023/8/1 (Martes) 1:30:0, 126.20, 10.30, 1215.90, 2262.97, 60.00, 0.94
2023/8/1 (Martes) 1:35:0, 124.30, 10.24, 1191.10, 2263.07, 60.00, 0.94
2023/8/1 (Martes) 1:40:0, 124.20, 11.97, 1396.90, 2263.18, 60.00, 0.94
2023/8/1 (Martes) 1:45:0, 125.90, 11.77, 1383.90, 2263.29, 59.90, 0.93
2023/8/1 (Martes) 1:50:0, 125.30, 11.85, 1388.10, 2263.41, 60.00, 0.93
2023/8/1 (Martes) 1:55:0, 124.20, 12.37, 1429.70, 2263.52, 60.00, 0.93
2023/8/1 (Martes) 2:0:0, 123.70, 13.26, 1548.80, 2263.64, 60.00, 0.94
2023/8/1 (Martes) 2:5:0, 123.90, 12.89, 1504.80, 2263.76, 60.00, 0.94
2023/8/1 (Martes) 2:10:0, 125.10, 12.69, 1491.80, 2263.89, 59.90, 0.94
2023/8/1 (Martes) 2:15:0, 125.30, 11.35, 1345.80, 2264.00, 60.00, 0.95
2023/8/1 (Martes) 2:20:0, 124.80, 11.48, 1352.70, 2264.11, 59.90, 0.94
2023/8/1 (Martes) 2:25:0, 124.70, 13.16, 1513.80, 2264.23, 60.00, 0.92
2023/8/1 (Martes) 2:30:0, 124.60, 13.64, 1555.50, 2264.36, 60.00, 0.92
2023/8/1 (Martes) 2:35:0, 124.90, 12.99, 1492.30, 2264.48, 60.00, 0.92
2023/8/1 (Martes) 2:40:0, 125.90, 13.05, 1506.00, 2264.61, 60.00, 0.92
2023/8/1 (Martes) 2:45:0, 124.80, 11.16, 1320.20, 2264.72, 60.00, 0.95
2023/8/1 (Martes) 2:50:0, 124.80, 11.19, 1323.10, 2264.83, 60.00, 0.95
2023/8/1 (Martes) 2:55:0, 125.60, 11.41, 1354.80, 2264.95, 60.00, 0.95
2023/8/1 (Martes) 3:0:0, 125.60, 11.21, 1335.40, 2265.06, 60.00, 0.95
2023/8/1 (Martes) 3:5:0, 124.60, 13.06, 1526.40, 2265.18, 59.90, 0.94
2023/8/1 (Martes) 3:10:0, 125.30, 14.53, 1644.50, 2265.31, 60.00, 0.90
2023/8/1 (Martes) 3:15:0, 125.90, 12.99, 1501.30, 2265.44, 60.00, 0.92
2023/8/1 (Martes) 3:20:0, 125.70, 12.99, 1499.50, 2265.57, 60.00, 0.92
2023/8/1 (Martes) 3:25:0, 126.20, 11.32, 1351.30, 2265.69, 60.00, 0.95
2023/8/1 (Martes) 3:30:0, 126.50, 11.19, 1342.00, 2265.80, 60.00, 0.95
2023/8/1 (Martes) 3:35:0, 125.90, 11.23, 1340.30, 2265.92, 60.00, 0.95
2023/8/1 (Martes) 3:40:0, 125.80, 11.61, 1383.10, 2266.03, 59.90, 0.95
2023/8/1 (Martes) 3:45:0, 126.00, 11.23, 1339.40, 2266.14, 59.90, 0.95
2023/8/1 (Martes) 3:50:0, 125.80, 11.27, 1344.90, 2266.25, 59.90, 0.95
2023/8/1 (Martes) 3:55:0, 125.20, 13.67, 1566.30, 2266.38, 60.00, 0.92
2023/8/1 (Martes) 4:0:0, 126.00, 13.20, 1528.30, 2266.50, 60.00, 0.92
2023/8/1 (Martes) 4:5:0, 124.40, 14.58, 1644.40, 2266.64, 60.00, 0.91
2023/8/1 (Martes) 4:10:0, 125.80, 12.48, 1476.80, 2266.77, 60.00, 0.94
2023/8/1 (Martes) 4:15:0, 126.00, 11.64, 1390.00, 2266.89, 60.00, 0.95
2023/8/1 (Martes) 4:20:0, 125.50, 10.24, 1207.40, 2267.00, 60.00, 0.94
2023/8/1 (Martes) 4:25:0, 125.30, 10.13, 1192.50, 2267.10, 60.00, 0.94
2023/8/1 (Martes) 4:30:0, 125.30, 10.58, 1254.60, 2267.20, 60.00, 0.95
2023/8/1 (Martes) 4:35:0, 125.20, 10.52, 1230.50, 2267.31, 60.00, 0.93
2023/8/1 (Martes) 4:40:0, 124.40, 11.65, 1360.90, 2267.42, 60.00, 0.94
2023/8/1 (Martes) 4:45:0, 124.20, 11.68, 1362.60, 2267.53, 60.00, 0.94
2023/8/1 (Martes) 4:50:0, 126.20, 11.67, 1375.60, 2267.65, 60.00, 0.93
2023/8/1 (Martes) 4:55:0, 124.40, 10.27, 1199.00, 2267.76, 60.00, 0.94
2023/8/1 (Martes) 5:0:0, 125.70, 11.60, 1388.10, 2267.86, 60.00, 0.95
2023/8/1 (Martes) 5:5:0, 125.30, 13.17, 1548.00, 2267.99, 60.00, 0.94
2023/8/1 (Martes) 5:10:0, 125.70, 12.59, 1490.20, 2268.11, 60.00, 0.94
2023/8/1 (Martes) 5:15:0, 125.00, 11.22, 1327.50, 2268.23, 60.00, 0.95
2023/8/1 (Martes) 5:20:0, 124.70, 11.32, 1334.80, 2268.34, 60.00, 0.95
2023/8/1 (Martes) 5:30:0, 125.30, 13.03, 1500.50, 2268.59, 59.90, 0.92
2023/8/1 (Martes) 5:35:0, 125.60, 13.01, 1499.50, 2268.72, 60.00, 0.92
2023/8/1 (Martes) 5:40:0, 126.10, 11.60, 1383.30, 2268.84, 60.00, 0.95
2023/8/1 (Martes) 5:45:0, 124.00, 11.27, 1323.10, 2268.95, 60.00, 0.95
2023/8/1 (Martes) 5:50:0, 124.20, 11.28, 1326.50, 2269.06, 60.00, 0.95
2023/8/1 (Martes) 5:55:0, 123.70, 11.86, 1394.30, 2269.17, 60.00, 0.95
2023/8/1 (Martes) 6:0:0, 124.30, 11.43, 1343.10, 2269.29, 60.00, 0.95
2023/8/1 (Martes) 6:5:0, 124.20, 14.81, 1676.50, 2269.41, 60.00, 0.91
2023/8/1 (Martes) 6:10:0, 124.60, 14.53, 1639.50, 2269.55, 60.00, 0.91
2023/8/1 (Martes) 6:15:0, 124.30, 13.54, 1542.40, 2269.68, 60.00, 0.92
2023/8/1 (Martes) 6:20:0, 124.90, 12.99, 1490.20, 2269.80, 59.90, 0.92
2023/8/1 (Martes) 6:25:0, 124.60, 11.19, 1320.20, 2269.92, 60.00, 0.95
2023/8/1 (Martes) 6:30:0, 124.20, 11.27, 1323.70, 2270.03, 60.00, 0.95
2023/8/1 (Martes) 6:35:0, 124.40, 11.44, 1351.50, 2270.14, 60.00, 0.95
2023/8/1 (Martes) 6:40:0, 125.40, 11.23, 1333.50, 2270.26, 60.00, 0.95
2023/8/1 (Martes) 6:45:0, 124.20, 11.37, 1341.20, 2270.37, 60.00, 0.95
2023/8/1 (Martes) 6:50:0, 124.30, 13.64, 1555.50, 2270.49, 60.00, 0.92
2023/8/1 (Martes) 6:55:0, 125.10, 12.99, 1496.50, 2270.61, 60.00, 0.92
2023/8/1 (Martes) 7:0:0, 124.80, 11.60, 1358.10, 2270.74, 60.00, 0.94
2023/8/1 (Martes) 7:5:0, 123.70, 11.72, 1378.90, 2270.85, 60.00, 0.95
2023/8/1 (Martes) 7:10:0, 123.30, 11.22, 1314.80, 2270.96, 60.00, 0.95
2023/8/1 (Martes) 7:15:0, 123.30, 11.20, 1309.70, 2271.07, 59.90, 0.95
2023/8/1 (Martes) 7:20:0, 123.60, 10.11, 1169.90, 2271.17, 60.00, 0.94
2023/8/1 (Martes) 7:30:0, 123.00, 10.17, 1169.80, 2271.37, 60.00, 0.94
2023/8/1 (Martes) 7:35:0, 122.90, 11.62, 1342.10, 2271.47, 60.00, 0.94
2023/8/1 (Martes) 7:40:0, 122.40, 13.07, 1488.30, 2271.59, 60.00, 0.93
2023/8/1 (Martes) 7:45:0, 122.00, 12.92, 1465.40, 2271.72, 60.00, 0.93
2023/8/1 (Martes) 7:50:0, 122.60, 9.67, 1121.40, 2271.83, 60.00, 0.95
2023/8/1 (Martes) 7:55:0, 122.70, 10.04, 1157.50, 2271.93, 60.00, 0.94
2023/8/1 (Martes) 8:0:0, 122.30, 9.99, 1154.50, 2272.02, 60.00, 0.94
2023/8/1 (Martes) 8:5:0, 122.80, 12.29, 1400.90, 2272.13, 60.00, 0.93
2023/8/1 (Martes) 8:10:0, 122.90, 13.35, 1545.20, 2272.25, 60.00, 0.94
2023/8/1 (Martes) 8:15:0, 122.70, 14.28, 1656.30, 2272.39, 60.00, 0.95
2023/8/1 (Martes) 8:20:0, 124.50, 14.68, 1697.60, 2272.54, 60.00, 0.93
2023/8/1 (Martes) 8:30:0, 123.80, 13.56, 1462.60, 2272.81, 60.00, 0.87
2023/8/1 (Martes) 8:35:0, 123.90, 12.32, 1372.30, 2272.93, 60.00, 0.90
2023/8/1 (Martes) 8:40:0, 124.00, 11.79, 1306.30, 2273.04, 60.00, 0.89
2023/8/1 (Martes) 8:45:0, 123.50, 11.78, 1307.70, 2273.15, 60.00, 0.90
2023/8/1 (Martes) 8:50:0, 123.40, 11.77, 1302.60, 2273.26, 60.00, 0.90
2023/8/1 (Martes) 8:55:0, 123.00, 12.12, 1337.30, 2273.37, 60.00, 0.90
2023/8/1 (Martes) 9:0:0, 123.40, 11.81, 1306.10, 2273.48, 59.90, 0.90
2023/8/1 (Martes) 9:5:0, 123.30, 13.64, 1462.50, 2273.60, 60.00, 0.87
2023/8/1 (Martes) 9:10:0, 121.80, 13.58, 1447.10, 2273.73, 60.00, 0.88
2023/8/1 (Martes) 9:15:0, 121.50, 15.15, 1594.70, 2273.86, 60.00, 0.87
2023/8/1 (Martes) 9:20:0, 120.30, 14.89, 1611.10, 2274.00, 59.90, 0.90
2023/8/1 (Martes) 9:25:0, 122.40, 13.81, 1512.20, 2274.12, 59.90, 0.89
