Fecha, Voltaje, Corriente, Potencia, Energía, Frecuencia, Factor de Potencia 
2023/8/1 (Martes) 9:30:0, 122.70, 15.81, 1719.30, 2274.25, 59.90, 0.89
2023/8/1 (Martes) 9:35:0, 122.80, 12.61, 1380.10, 2274.37, 60.00, 0.89
2023/8/1 (Martes) 9:40:0, 122.90, 13.08, 1441.70, 2274.49, 59.90, 0.90
2023/8/1 (Martes) 9:45:0, 122.40, 16.83, 1856.20, 2274.62, 60.00, 0.90
2023/8/1 (Martes) 9:50:0, 122.30, 16.92, 1852.40, 2274.78, 60.00, 0.90
2023/8/1 (Martes) 9:55:0, 123.60, 22.20, 2448.40, 2274.98, 60.00, 0.89
2023/8/1 (Martes) 10:0:0, 122.80, 31.08, 3458.60, 2275.23, 60.00, 0.91
2023/8/1 (Martes) 10:5:0, 123.60, 35.71, 4036.20, 2275.51, 60.00, 0.91
2023/8/1 (Martes) 10:10:0, 121.80, 40.74, 4576.70, 2275.87, 59.90, 0.92
2023/8/1 (Martes) 10:15:0, 120.50, 45.59, 5118.60, 2276.26, 59.90, 0.93
2023/8/1 (Martes) 10:20:0, 121.90, 44.86, 5110.00, 2276.67, 60.00, 0.93
2023/8/1 (Martes) 10:25:0, 119.90, 52.71, 5952.90, 2277.14, 59.90, 0.94
2023/8/1 (Martes) 10:35:0, 121.50, 46.56, 5252.40, 2278.11, 60.00, 0.93
2023/8/1 (Martes) 10:40:0, 119.80, 47.46, 5291.50, 2278.55, 60.00, 0.93
2023/8/1 (Martes) 10:45:0, 120.80, 46.19, 5182.20, 2278.97, 59.90, 0.93
2023/8/1 (Martes) 10:50:0, 120.00, 45.12, 5015.90, 2279.40, 60.00, 0.93
2023/8/1 (Martes) 10:55:0, 120.00, 47.62, 5299.60, 2279.83, 60.00, 0.93
2023/8/1 (Martes) 11:0:0, 119.70, 47.82, 5290.10, 2280.27, 60.00, 0.92
2023/8/1 (Martes) 11:5:0, 120.20, 48.60, 5427.70, 2280.71, 60.00, 0.93
2023/8/1 (Martes) 11:10:0, 119.20, 48.87, 5435.10, 2281.18, 60.00, 0.93
2023/8/1 (Martes) 11:15:0, 119.20, 51.58, 5746.90, 2281.63, 60.00, 0.93
2023/8/1 (Martes) 11:20:0, 119.90, 47.96, 5341.00, 2282.08, 59.90, 0.93
2023/8/1 (Martes) 11:30:0, 121.80, 48.52, 5530.10, 2283.00, 59.90, 0.94
2023/8/1 (Martes) 11:35:0, 120.60, 55.19, 6268.10, 2283.50, 60.00, 0.94
2023/8/1 (Martes) 11:40:0, 121.20, 50.53, 5762.60, 2284.01, 60.00, 0.94
2023/8/1 (Martes) 11:45:0, 120.50, 50.18, 5684.00, 2284.49, 60.00, 0.94
2023/8/1 (Martes) 11:50:0, 120.20, 50.34, 5681.60, 2284.96, 59.90, 0.94
2023/8/1 (Martes) 11:55:0, 120.40, 49.76, 5572.60, 2285.43, 60.00, 0.93
2023/8/1 (Martes) 12:0:0, 120.80, 47.21, 5360.50, 2285.90, 60.00, 0.94
2023/8/1 (Martes) 12:5:0, 120.10, 52.92, 6019.50, 2286.39, 59.90, 0.95
2023/8/1 (Martes) 12:10:0, 121.70, 47.09, 5375.40, 2286.86, 60.00, 0.94
2023/8/1 (Martes) 12:15:0, 121.40, 47.33, 5395.00, 2287.30, 59.90, 0.94
2023/8/1 (Martes) 12:20:0, 121.70, 49.70, 5683.70, 2287.77, 60.00, 0.94
2023/8/1 (Martes) 12:25:0, 120.50, 55.38, 6280.90, 2288.27, 59.90, 0.94
2023/8/1 (Martes) 12:30:0, 121.00, 54.34, 6193.20, 2288.80, 60.00, 0.94
2023/8/1 (Martes) 12:35:0, 120.10, 55.58, 6320.70, 2289.31, 60.00, 0.95
2023/8/1 (Martes) 12:40:0, 120.10, 53.53, 6078.80, 2289.84, 59.90, 0.95
2023/8/1 (Martes) 12:45:0, 119.90, 53.25, 6029.10, 2290.35, 60.00, 0.94
2023/8/1 (Martes) 12:50:0, 120.30, 52.08, 5916.80, 2290.85, 60.00, 0.94
2023/8/1 (Martes) 12:55:0, 120.20, 52.97, 6012.10, 2291.36, 60.00, 0.94
2023/8/1 (Martes) 13:0:0, 119.70, 55.41, 6268.50, 2291.88, 60.00, 0.95
2023/8/1 (Martes) 13:5:0, 120.30, 50.13, 5673.70, 2292.39, 59.90, 0.94
2023/8/1 (Martes) 13:10:0, 120.50, 50.58, 5741.00, 2292.85, 59.90, 0.94
2023/8/1 (Martes) 13:15:0, 120.50, 48.16, 5463.30, 2293.32, 60.00, 0.94
2023/8/1 (Martes) 13:20:0, 120.80, 50.88, 5785.50, 2293.79, 60.00, 0.94
2023/8/1 (Martes) 13:25:0, 120.20, 54.63, 6218.70, 2294.26, 60.00, 0.95
2023/8/1 (Martes) 13:35:0, 120.00, 50.64, 5685.70, 2295.21, 59.90, 0.94
2023/8/1 (Martes) 13:40:0, 121.50, 49.64, 5624.10, 2295.67, 59.90, 0.93
2023/8/1 (Martes) 13:45:0, 120.40, 45.97, 5224.00, 2296.14, 60.00, 0.94
2023/8/1 (Martes) 13:50:0, 121.20, 45.13, 5140.70, 2296.57, 59.90, 0.94
2023/8/1 (Martes) 13:55:0, 121.60, 43.07, 4905.20, 2296.99, 59.90, 0.94
2023/8/1 (Martes) 14:0:0, 120.80, 44.45, 5013.80, 2297.41, 60.00, 0.93
2023/8/1 (Martes) 14:5:0, 122.10, 44.40, 5079.90, 2297.82, 60.00, 0.94
2023/8/1 (Martes) 14:10:0, 122.80, 41.60, 4777.90, 2298.23, 60.00, 0.94
2023/8/1 (Martes) 14:15:0, 123.60, 39.26, 4562.50, 2298.60, 60.00, 0.94
2023/8/1 (Martes) 14:20:0, 123.10, 41.47, 4774.80, 2298.99, 59.90, 0.94
2023/8/1 (Martes) 14:25:0, 122.90, 41.15, 4745.60, 2299.40, 60.00, 0.94
2023/8/1 (Martes) 14:35:0, 123.00, 35.15, 4067.90, 2300.16, 60.00, 0.94
2023/8/1 (Martes) 14:40:0, 123.80, 34.43, 4008.90, 2300.51, 60.00, 0.94
2023/8/1 (Martes) 14:45:0, 123.30, 32.99, 3796.10, 2300.84, 59.90, 0.93
2023/8/1 (Martes) 14:50:0, 123.00, 34.93, 4071.70, 2301.16, 60.00, 0.95
2023/8/1 (Martes) 14:55:0, 122.80, 33.37, 3829.80, 2301.49, 59.90, 0.93
2023/8/1 (Martes) 15:0:0, 123.90, 32.61, 3764.20, 2301.81, 59.90, 0.93
2023/8/1 (Martes) 15:5:0, 122.70, 31.51, 3604.20, 2302.12, 60.00, 0.93
2023/8/1 (Martes) 15:10:0, 122.90, 33.64, 3851.00, 2302.43, 60.00, 0.93
2023/8/1 (Martes) 15:15:0, 122.90, 31.26, 3583.20, 2302.74, 60.00, 0.93
2023/8/1 (Martes) 15:20:0, 122.70, 31.22, 3574.70, 2303.05, 59.90, 0.93
2023/8/1 (Martes) 15:25:0, 123.50, 28.98, 3336.20, 2303.34, 60.00, 0.93
2023/8/1 (Martes) 15:30:0, 122.70, 31.33, 3584.30, 2303.63, 60.00, 0.93
2023/8/1 (Martes) 15:35:0, 122.80, 31.97, 3658.40, 2303.92, 59.90, 0.93
2023/8/1 (Martes) 15:40:0, 122.40, 29.17, 3334.40, 2304.20, 60.00, 0.93
2023/8/1 (Martes) 15:45:0, 122.70, 32.01, 3655.60, 2304.50, 60.00, 0.93
2023/8/1 (Martes) 15:50:0, 122.30, 32.58, 3728.10, 2304.79, 60.00, 0.94
2023/8/1 (Martes) 15:55:0, 122.50, 32.97, 3754.80, 2305.09, 59.90, 0.93
2023/8/1 (Martes) 16:0:0, 123.40, 29.33, 3384.90, 2305.38, 60.00, 0.94
2023/8/1 (Martes) 16:5:0, 122.90, 30.93, 3589.10, 2305.67, 59.90, 0.94
2023/8/1 (Martes) 16:10:0, 122.90, 28.98, 3328.00, 2305.96, 59.90, 0.93
2023/8/1 (Martes) 16:15:0, 122.60, 29.40, 3322.40, 2306.24, 59.90, 0.92
2023/8/1 (Martes) 16:20:0, 122.80, 29.06, 3339.00, 2306.52, 60.00, 0.94
2023/8/1 (Martes) 16:30:0, 122.20, 31.79, 3649.60, 2307.13, 59.90, 0.94
2023/8/1 (Martes) 16:35:0, 121.40, 34.23, 3898.00, 2307.45, 60.00, 0.94
2023/8/1 (Martes) 16:40:0, 121.40, 32.54, 3702.30, 2307.77, 59.90, 0.94
2023/8/1 (Martes) 16:45:0, 121.70, 34.99, 3977.10, 2308.08, 59.90, 0.93
2023/8/1 (Martes) 16:50:0, 121.60, 34.82, 3966.50, 2308.41, 60.00, 0.94
2023/8/1 (Martes) 16:55:0, 123.00, 32.12, 3733.50, 2308.72, 60.00, 0.94
2023/8/1 (Martes) 17:0:0, 121.60, 35.72, 4144.60, 2309.03, 60.00, 0.95
2023/8/1 (Martes) 17:5:0, 122.20, 32.48, 3683.10, 2309.37, 60.00, 0.93
2023/8/1 (Martes) 17:10:0, 122.80, 31.08, 3575.20, 2309.67, 60.00, 0.94
2023/8/1 (Martes) 17:15:0, 122.70, 29.55, 3290.80, 2309.95, 60.00, 0.91
2023/8/1 (Martes) 17:20:0, 121.90, 30.29, 3351.00, 2310.23, 59.90, 0.91
2023/8/1 (Martes) 17:25:0, 121.90, 33.12, 3607.40, 2310.52, 60.00, 0.89
2023/8/1 (Martes) 17:30:0, 122.40, 33.28, 3645.70, 2310.82, 59.90, 0.90
2023/8/1 (Martes) 17:35:0, 123.20, 31.32, 3456.80, 2311.11, 60.00, 0.90
2023/8/1 (Martes) 17:40:0, 123.30, 31.61, 3528.70, 2311.40, 60.00, 0.91
2023/8/1 (Martes) 17:45:0, 123.20, 28.57, 3191.80, 2311.69, 60.00, 0.91
2023/8/1 (Martes) 17:50:0, 123.40, 28.71, 3218.80, 2311.96, 60.00, 0.91
2023/8/1 (Martes) 17:55:0, 123.30, 31.89, 3633.10, 2312.26, 59.90, 0.92
2023/8/1 (Martes) 18:0:0, 123.80, 23.61, 2612.70, 2312.49, 60.00, 0.89
2023/8/1 (Martes) 18:5:0, 123.50, 24.52, 2750.40, 2312.73, 60.00, 0.91
2023/8/1 (Martes) 18:10:0, 123.30, 28.07, 3075.30, 2313.02, 59.90, 0.89
2023/8/1 (Martes) 18:15:0, 123.20, 28.36, 3109.00, 2313.28, 59.90, 0.89
2023/8/1 (Martes) 18:20:0, 123.90, 26.81, 2974.60, 2313.53, 59.90, 0.90
2023/8/1 (Martes) 18:25:0, 123.00, 28.87, 3165.70, 2313.78, 60.00, 0.89
2023/8/1 (Martes) 18:30:0, 123.90, 27.36, 3080.00, 2314.02, 60.00, 0.91
2023/8/1 (Martes) 18:35:0, 124.60, 23.68, 2701.50, 2314.25, 59.90, 0.92
2023/8/1 (Martes) 18:40:0, 124.00, 23.11, 2625.20, 2314.47, 59.90, 0.92
2023/8/1 (Martes) 18:45:0, 124.90, 23.48, 2676.40, 2314.70, 60.00, 0.91
2023/8/1 (Martes) 18:50:0, 125.10, 22.47, 2569.10, 2314.92, 59.90, 0.91
2023/8/1 (Martes) 18:55:0, 124.90, 24.86, 2784.10, 2315.15, 60.00, 0.90
2023/8/1 (Martes) 19:0:0, 125.50, 23.21, 2601.10, 2315.38, 59.90, 0.89
2023/8/1 (Martes) 19:5:0, 126.40, 21.24, 2379.90, 2315.58, 59.90, 0.89
2023/8/1 (Martes) 19:10:0, 123.60, 21.01, 2322.10, 2315.78, 59.90, 0.89
2023/8/1 (Martes) 19:15:0, 123.60, 18.93, 2141.40, 2315.98, 59.90, 0.91
2023/8/1 (Martes) 19:20:0, 123.50, 19.60, 2223.40, 2316.16, 59.90, 0.92
2023/8/1 (Martes) 19:25:0, 123.80, 20.21, 2279.60, 2316.35, 60.00, 0.91
2023/8/1 (Martes) 19:30:0, 123.30, 20.14, 2265.30, 2316.54, 59.90, 0.91
2023/8/1 (Martes) 19:35:0, 124.60, 19.32, 2128.20, 2316.73, 60.00, 0.88
2023/8/1 (Martes) 19:40:0, 125.30, 18.35, 2100.20, 2316.91, 60.00, 0.91
2023/8/1 (Martes) 19:45:0, 125.40, 20.37, 2267.50, 2317.10, 59.90, 0.89
2023/8/1 (Martes) 19:50:0, 125.30, 20.40, 2274.70, 2317.30, 60.00, 0.89
2023/8/1 (Martes) 19:55:0, 122.80, 37.55, 4480.50, 2317.63, 59.90, 0.97
2023/8/1 (Martes) 20:0:0, 123.50, 39.14, 4701.40, 2318.01, 60.00, 0.97
2023/8/1 (Martes) 20:5:0, 121.80, 36.64, 4365.10, 2318.38, 60.00, 0.98
2023/8/1 (Martes) 20:10:0, 121.00, 37.24, 4400.40, 2318.75, 59.90, 0.98
2023/8/1 (Martes) 20:15:0, 123.70, 22.34, 2481.60, 2318.96, 60.00, 0.90
2023/8/1 (Martes) 20:20:0, 123.60, 20.55, 2338.50, 2319.16, 60.00, 0.92
2023/8/1 (Martes) 20:25:0, 122.40, 24.51, 2712.90, 2319.36, 59.90, 0.90
2023/8/1 (Martes) 20:35:0, 118.80, 41.02, 4706.30, 2320.07, 60.00, 0.97
2023/8/1 (Martes) 20:40:0, 123.00, 24.61, 2839.80, 2320.36, 60.00, 0.94
2023/8/1 (Martes) 20:45:0, 121.30, 24.73, 2819.60, 2320.59, 59.90, 0.94
2023/8/1 (Martes) 20:50:0, 122.70, 22.68, 2653.10, 2320.83, 60.00, 0.95
2023/8/1 (Martes) 20:55:0, 123.00, 24.39, 2824.90, 2321.05, 60.00, 0.94
2023/8/1 (Martes) 21:0:0, 123.70, 22.52, 2655.60, 2321.28, 59.90, 0.95
2023/8/1 (Martes) 21:5:0, 123.80, 23.09, 2651.00, 2321.50, 60.00, 0.93
2023/8/1 (Martes) 21:10:0, 124.10, 21.88, 2590.90, 2321.72, 60.00, 0.95
2023/8/1 (Martes) 21:15:0, 123.50, 21.90, 2584.30, 2321.94, 59.90, 0.96
2023/8/1 (Martes) 21:20:0, 123.00, 26.04, 2984.30, 2322.18, 60.00, 0.93
2023/8/1 (Martes) 21:25:0, 123.20, 25.68, 2957.70, 2322.42, 60.00, 0.93
2023/8/1 (Martes) 21:30:0, 123.30, 25.06, 2879.30, 2322.67, 60.00, 0.93
2023/8/1 (Martes) 21:35:0, 124.00, 22.27, 2630.30, 2322.90, 59.90, 0.95
2023/8/1 (Martes) 21:40:0, 124.30, 22.36, 2646.40, 2323.12, 60.00, 0.95
2023/8/1 (Martes) 21:45:0, 124.10, 22.31, 2636.50, 2323.34, 60.00, 0.95
2023/8/1 (Martes) 21:50:0, 123.40, 24.71, 2873.20, 2323.57, 59.90, 0.94
2023/8/1 (Martes) 21:55:0, 123.80, 22.72, 2673.40, 2323.79, 60.00, 0.95
2023/8/1 (Martes) 22:0:0, 123.60, 22.32, 2627.80, 2324.01, 59.90, 0.95
2023/8/1 (Martes) 22:5:0, 123.10, 24.04, 2775.00, 2324.24, 59.90, 0.94
2023/8/1 (Martes) 22:10:0, 123.70, 22.81, 2673.10, 2324.47, 60.00, 0.95
2023/8/1 (Martes) 22:15:0, 123.80, 22.39, 2627.90, 2324.69, 59.90, 0.95
2023/8/1 (Martes) 22:20:0, 123.70, 23.65, 2754.40, 2324.92, 60.00, 0.94
2023/8/1 (Martes) 22:25:0, 124.00, 21.84, 2591.40, 2325.14, 60.00, 0.96
2023/8/1 (Martes) 22:30:0, 124.10, 20.58, 2446.70, 2325.35, 60.00, 0.96
2023/8/1 (Martes) 22:35:0, 124.40, 20.71, 2467.00, 2325.55, 59.90, 0.96
2023/8/1 (Martes) 22:40:0, 124.40, 20.66, 2460.50, 2325.76, 59.80, 0.96
2023/8/1 (Martes) 22:45:0, 124.50, 21.68, 2580.90, 2325.97, 60.00, 0.96
2023/8/1 (Martes) 22:50:0, 124.70, 23.15, 2731.50, 2326.18, 60.00, 0.95
2023/8/1 (Martes) 22:55:0, 124.40, 24.42, 2844.60, 2326.42, 60.00, 0.94
2023/8/1 (Martes) 23:0:0, 123.80, 24.33, 2821.50, 2326.65, 59.90, 0.94
2023/8/1 (Martes) 23:5:0, 122.70, 24.18, 2787.40, 2326.89, 60.00, 0.94
2023/8/1 (Martes) 23:10:0, 123.50, 22.01, 2597.00, 2327.12, 60.00, 0.96
2023/8/1 (Martes) 23:15:0, 123.10, 23.35, 2735.90, 2327.34, 59.90, 0.95
2023/8/1 (Martes) 23:20:0, 122.80, 23.76, 2772.20, 2327.57, 60.00, 0.95
2023/8/1 (Martes) 23:30:0, 124.60, 18.05, 2163.80, 2328.01, 59.90, 0.96
2023/8/1 (Martes) 23:35:0, 124.80, 16.49, 1986.40, 2328.19, 60.00, 0.96
2023/8/1 (Martes) 23:40:0, 124.40, 16.64, 1944.50, 2328.35, 60.00, 0.94
2023/8/1 (Martes) 23:45:0, 124.70, 17.17, 2000.20, 2328.52, 60.00, 0.93
2023/8/1 (Martes) 23:50:0, 125.40, 17.16, 2005.60, 2328.69, 60.00, 0.93
2023/8/1 (Martes) 23:55:0, 126.20, 15.48, 1865.40, 2328.85, 59.90, 0.96
2023/8/2 (Miércoles) 0:0:0, 125.70, 15.11, 1821.90, 2329.01, 59.90, 0.96
2023/8/2 (Miércoles) 0:5:0, 126.20, 15.08, 1823.70, 2329.16, 60.00, 0.96
2023/8/2 (Miércoles) 0:10:0, 126.00, 16.20, 1949.80, 2329.31, 60.00, 0.96
2023/8/2 (Miércoles) 0:15:0, 124.20, 14.00, 1651.10, 2329.46, 60.00, 0.95
2023/8/2 (Miércoles) 0:20:0, 124.40, 9.47, 1046.60, 2329.56, 60.00, 0.89
2023/8/2 (Miércoles) 0:30:0, 124.30, 12.27, 1281.60, 2329.77, 59.90, 0.84
2023/8/2 (Miércoles) 0:35:0, 122.60, 11.52, 1204.30, 2329.87, 59.90, 0.85
2023/8/2 (Miércoles) 0:40:0, 123.40, 8.37, 915.50, 2329.96, 60.00, 0.89
2023/8/2 (Miércoles) 0:45:0, 123.50, 9.36, 1033.90, 2330.04, 60.00, 0.89
2023/8/2 (Miércoles) 0:50:0, 123.70, 8.68, 955.70, 2330.12, 59.90, 0.89
2023/8/2 (Miércoles) 0:55:0, 123.50, 8.67, 956.60, 2330.20, 60.00, 0.89
2023/8/2 (Miércoles) 1:0:0, 123.80, 8.63, 954.20, 2330.28, 60.00, 0.89
2023/8/2 (Miércoles) 1:5:0, 123.80, 8.66, 956.70, 2330.36, 60.00, 0.89
2023/8/2 (Miércoles) 1:10:0, 122.60, 11.59, 1221.60, 2330.46, 60.00, 0.86
2023/8/2 (Miércoles) 1:15:0, 123.60, 11.78, 1250.30, 2330.56, 60.00, 0.86
2023/8/2 (Miércoles) 1:20:0, 124.00, 12.36, 1296.40, 2330.66, 60.00, 0.85
2023/8/2 (Miércoles) 1:25:0, 125.10, 9.48, 1054.90, 2330.77, 60.00, 0.89
2023/8/2 (Miércoles) 1:30:0, 125.00, 9.43, 1047.50, 2330.86, 60.00, 0.89
2023/8/2 (Miércoles) 1:35:0, 124.20, 9.48, 1046.00, 2330.94, 60.00, 0.89
2023/8/2 (Miércoles) 1:40:0, 125.20, 9.43, 1048.10, 2331.03, 60.00, 0.89
2023/8/2 (Miércoles) 1:45:0, 124.60, 9.88, 1088.30, 2331.12, 60.00, 0.88
2023/8/2 (Miércoles) 1:50:0, 125.50, 9.90, 1096.30, 2331.22, 60.00, 0.88
2023/8/2 (Miércoles) 1:55:0, 125.30, 12.68, 1316.90, 2331.32, 60.00, 0.83
2023/8/2 (Miércoles) 2:0:0, 125.60, 12.07, 1265.90, 2331.42, 60.00, 0.83
2023/8/2 (Miércoles) 2:5:0, 125.00, 11.37, 1197.40, 2331.52, 60.00, 0.84
2023/8/2 (Miércoles) 2:10:0, 125.30, 13.32, 1377.10, 2331.64, 60.00, 0.83
2023/8/2 (Miércoles) 2:15:0, 125.30, 10.73, 1179.60, 2331.74, 59.90, 0.88
2023/8/2 (Miércoles) 2:20:0, 125.90, 9.32, 1041.50, 2331.83, 60.00, 0.89
2023/8/2 (Miércoles) 2:25:0, 127.00, 9.29, 1047.50, 2331.92, 60.00, 0.89
2023/8/2 (Miércoles) 2:30:0, 125.80, 9.65, 1072.90, 2332.00, 59.90, 0.88
2023/8/2 (Miércoles) 2:35:0, 125.90, 9.29, 1036.60, 2332.09, 59.90, 0.89
2023/8/2 (Miércoles) 2:40:0, 125.80, 12.14, 1272.80, 2332.19, 60.00, 0.83
2023/8/2 (Miércoles) 2:45:0, 126.10, 12.11, 1264.40, 2332.29, 60.00, 0.83
2023/8/2 (Miércoles) 2:50:0, 125.80, 12.03, 1252.10, 2332.40, 60.00, 0.83
2023/8/2 (Miércoles) 2:55:0, 125.60, 12.01, 1245.90, 2332.50, 59.90, 0.83
2023/8/2 (Miércoles) 3:0:0, 125.40, 9.26, 1026.20, 2332.59, 60.00, 0.88
2023/8/2 (Miércoles) 3:5:0, 124.60, 11.29, 1226.40, 2332.68, 60.00, 0.87
2023/8/2 (Miércoles) 3:10:0, 124.70, 10.75, 1175.40, 2332.78, 59.90, 0.88
2023/8/2 (Miércoles) 3:15:0, 124.80, 9.19, 1018.30, 2332.88, 59.90, 0.89
2023/8/2 (Miércoles) 3:20:0, 125.10, 9.16, 1017.90, 2332.96, 59.90, 0.89
2023/8/2 (Miércoles) 3:25:0, 125.40, 11.49, 1217.10, 2333.05, 60.00, 0.84
2023/8/2 (Miércoles) 3:30:0, 124.90, 11.37, 1191.30, 2333.16, 59.90, 0.84
2023/8/2 (Miércoles) 3:35:0, 125.20, 9.85, 1064.20, 2333.25, 60.00, 0.86
2023/8/2 (Miércoles) 3:40:0, 124.10, 10.84, 1148.60, 2333.35, 60.00, 0.85
2023/8/2 (Miércoles) 3:45:0, 125.30, 8.45, 940.80, 2333.43, 60.00, 0.89
2023/8/2 (Miércoles) 3:50:0, 125.70, 8.46, 942.30, 2333.51, 60.00, 0.89
2023/8/2 (Miércoles) 3:55:0, 125.40, 8.44, 940.00, 2333.59, 59.90, 0.89
2023/8/2 (Miércoles) 4:0:0, 125.30, 8.21, 908.20, 2333.67, 60.00, 0.88
2023/8/2 (Miércoles) 4:5:0, 125.80, 9.31, 1040.40, 2333.75, 60.00, 0.89
2023/8/2 (Miércoles) 4:10:0, 124.90, 11.68, 1247.10, 2333.84, 60.00, 0.85
2023/8/2 (Miércoles) 4:15:0, 124.80, 12.26, 1286.30, 2333.93, 59.90, 0.84
2023/8/2 (Miércoles) 4:20:0, 125.90, 11.50, 1211.80, 2334.03, 60.00, 0.84
2023/8/2 (Miércoles) 4:25:0, 124.90, 11.42, 1199.20, 2334.14, 60.00, 0.84
2023/8/2 (Miércoles) 4:30:0, 124.70, 9.61, 1060.50, 2334.23, 60.00, 0.88
2023/8/2 (Miércoles) 4:35:0, 125.20, 9.28, 1030.90, 2334.32, 60.00, 0.89
2023/8/2 (Miércoles) 4:40:0, 125.50, 9.73, 1075.10, 2334.41, 60.00, 0.88
2023/8/2 (Miércoles) 4:45:0, 123.80, 9.79, 1071.00, 2334.50, 60.00, 0.88
2023/8/2 (Miércoles) 4:50:0, 123.60, 10.31, 1119.90, 2334.59, 59.90, 0.88
2023/8/2 (Miércoles) 4:55:0, 123.90, 9.72, 1061.70, 2334.68, 60.00, 0.88
2023/8/2 (Miércoles) 5:0:0, 125.00, 11.36, 1191.00, 2334.78, 60.00, 0.84
2023/8/2 (Miércoles) 5:5:0, 124.60, 13.10, 1347.00, 2334.88, 60.00, 0.83
2023/8/2 (Miércoles) 5:10:0, 124.60, 13.02, 1337.40, 2335.00, 60.00, 0.82
2023/8/2 (Miércoles) 5:15:0, 124.50, 11.71, 1356.10, 2335.11, 60.00, 0.93
2023/8/2 (Miércoles) 5:20:0, 123.70, 11.66, 1343.40, 2335.22, 60.00, 0.93
2023/8/2 (Miércoles) 5:25:0, 124.80, 12.13, 1403.40, 2335.33, 59.90, 0.93
2023/8/2 (Miércoles) 5:30:0, 125.20, 9.26, 1026.50, 2335.43, 59.90, 0.89
2023/8/2 (Miércoles) 5:35:0, 125.40, 9.33, 1035.00, 2335.54, 60.00, 0.88
2023/8/2 (Miércoles) 5:40:0, 125.20, 9.84, 1083.50, 2335.62, 60.00, 0.88
2023/8/2 (Miércoles) 5:45:0, 124.40, 14.21, 1568.80, 2335.74, 60.00, 0.89
2023/8/2 (Miércoles) 5:50:0, 124.70, 11.98, 1244.50, 2335.87, 60.00, 0.83
2023/8/2 (Miércoles) 5:55:0, 124.60, 11.93, 1240.60, 2335.99, 60.00, 0.83
2023/8/2 (Miércoles) 6:0:0, 125.00, 12.13, 1401.30, 2336.10, 60.00, 0.92
2023/8/2 (Miércoles) 6:5:0, 124.90, 13.10, 1505.20, 2336.22, 60.00, 0.92
2023/8/2 (Miércoles) 6:10:0, 124.90, 13.07, 1495.80, 2336.34, 60.00, 0.92
2023/8/2 (Miércoles) 6:15:0, 124.60, 11.54, 1339.60, 2336.45, 60.00, 0.93
2023/8/2 (Miércoles) 6:20:0, 124.70, 8.05, 889.50, 2336.53, 60.00, 0.89
2023/8/2 (Miércoles) 6:25:0, 124.20, 8.06, 889.90, 2336.61, 60.00, 0.89
2023/8/2 (Miércoles) 6:30:0, 123.80, 9.78, 1047.00, 2336.69, 59.80, 0.86
2023/8/2 (Miércoles) 6:35:0, 124.90, 10.38, 1115.00, 2336.78, 60.00, 0.86
2023/8/2 (Miércoles) 6:40:0, 124.30, 10.44, 1113.90, 2336.87, 60.00, 0.86
2023/8/2 (Miércoles) 6:45:0, 124.20, 8.54, 942.70, 2336.96, 60.00, 0.89
2023/8/2 (Miércoles) 6:50:0, 124.30, 8.47, 934.80, 2337.04, 60.00, 0.89
2023/8/2 (Miércoles) 6:55:0, 123.70, 8.90, 979.40, 2337.12, 59.80, 0.89
2023/8/2 (Miércoles) 7:0:0, 123.10, 9.44, 1031.00, 2337.21, 60.00, 0.89
2023/8/2 (Miércoles) 7:5:0, 123.10, 10.88, 1174.70, 2337.30, 59.90, 0.88
2023/8/2 (Miércoles) 7:10:0, 122.40, 11.42, 1222.50, 2337.40, 59.90, 0.87
2023/8/2 (Miércoles) 7:15:0, 123.80, 11.32, 1177.80, 2337.50, 60.00, 0.84
2023/8/2 (Miércoles) 7:20:0, 123.10, 11.34, 1179.00, 2337.60, 60.00, 0.84
2023/8/2 (Miércoles) 7:25:0, 123.20, 11.31, 1172.10, 2337.70, 60.00, 0.84
2023/8/2 (Miércoles) 7:30:0, 121.70, 9.97, 1074.30, 2337.80, 60.00, 0.89
2023/8/2 (Miércoles) 7:35:0, 121.40, 9.32, 1004.40, 2337.88, 60.00, 0.89
2023/8/2 (Miércoles) 7:40:0, 121.30, 9.30, 1004.50, 2337.97, 60.00, 0.89
2023/8/2 (Miércoles) 7:45:0, 122.30, 9.77, 1049.90, 2338.05, 60.00, 0.88
2023/8/2 (Miércoles) 7:50:0, 121.00, 9.80, 1048.90, 2338.14, 60.00, 0.88
2023/8/2 (Miércoles) 7:55:0, 121.20, 9.76, 1045.30, 2338.23, 59.90, 0.88
2023/8/2 (Miércoles) 8:0:0, 121.40, 11.30, 1168.90, 2338.33, 60.00, 0.85
2023/8/2 (Miércoles) 8:5:0, 122.90, 14.07, 1533.80, 2338.44, 59.90, 0.89
2023/8/2 (Miércoles) 8:10:0, 123.20, 14.85, 1603.60, 2338.58, 59.90, 0.88
2023/8/2 (Miércoles) 8:15:0, 123.60, 12.92, 1441.40, 2338.71, 59.90, 0.90
2023/8/2 (Miércoles) 8:20:0, 124.00, 11.39, 1273.10, 2338.82, 60.00, 0.90
2023/8/2 (Miércoles) 8:30:0, 123.60, 12.64, 1414.10, 2339.06, 60.00, 0.91
2023/8/2 (Miércoles) 8:35:0, 122.90, 11.50, 1282.40, 2339.17, 59.90, 0.91
